image,label,nanophase_iron_darkening_anomaly,agglutinate_glass_anomaly,reflectance_anomaly_score,mean_grain_size_microns
images/regolith_train_00200.jpg,1,2e-05,-0.247103,0.079231,488.83
images/regolith_train_00201.jpg,2,0.260786,-0.127457,-0.479566,325.1
images/regolith_train_00202.jpg,3,0.267782,0.384915,-0.84461,295.63
images/regolith_train_00203.jpg,0,0.123757,0.297048,-0.024301,750.14
images/regolith_train_00204.jpg,0,0.383572,-0.047248,-0.195068,690.33
images/regolith_train_00205.jpg,0,-0.237865,0.341025,0.371968,717.49
images/regolith_train_00206.jpg,2,0.27381,0.009811,-0.65046,405.23
images/regolith_train_00207.jpg,0,-0.135702,0.279909,0.322684,622.68
images/regolith_train_00208.jpg,2,0.065385,0.360553,-0.399701,351.4
images/regolith_train_00209.jpg,0,-0.070162,0.165019,0.228784,698.34
images/regolith_train_00210.jpg,1,0.298888,-0.372189,-0.329935,581.0
images/regolith_train_00211.jpg,2,0.29188,0.483982,-0.616469,400.8
images/regolith_train_00212.jpg,1,0.058387,0.376355,-0.110685,529.26
images/regolith_train_00213.jpg,2,0.073973,0.290913,-0.302123,367.15
images/regolith_train_00214.jpg,3,-0.200806,0.331127,-0.445349,211.28
images/regolith_train_00215.jpg,3,-0.073352,-0.122573,-0.466008,219.85
images/regolith_train_00216.jpg,2,-0.205451,-0.016889,0.035014,305.31
images/regolith_train_00217.jpg,1,0.115014,-0.278538,0.101077,511.95
images/regolith_train_00218.jpg,1,0.00746,-0.221612,-0.022951,549.39
images/regolith_train_00219.jpg,0,0.174338,-0.085349,-0.111565,698.89
images/regolith_train_00220.jpg,1,-0.033701,0.181186,0.0082,506.04
images/regolith_train_00221.jpg,1,0.374124,-0.074664,-0.369402,556.49
images/regolith_train_00222.jpg,1,0.151371,0.037981,-0.171099,559.16
images/regolith_train_00223.jpg,2,0.073272,0.087995,-0.447843,469.05
images/regolith_train_00224.jpg,1,-0.256484,0.245758,0.107434,513.53
images/regolith_train_00225.jpg,2,0.499733,-0.093806,-0.905382,419.44
images/regolith_train_00226.jpg,1,-0.251691,0.353376,0.145239,558.18
images/regolith_train_00227.jpg,2,-0.102639,-0.006563,-0.090854,263.98
images/regolith_train_00228.jpg,2,-0.120516,-0.203953,-0.142602,339.96
images/regolith_train_00229.jpg,2,0.570626,0.407193,-0.966172,446.34
images/regolith_train_00230.jpg,1,-0.496544,0.427175,0.552356,447.68
images/regolith_train_00231.jpg,2,0.525522,-0.047174,-0.925924,465.52
images/regolith_train_00232.jpg,1,0.000214,0.239425,-0.047282,502.12
images/regolith_train_00233.jpg,1,-0.528824,0.246905,0.431838,542.81
images/regolith_train_00234.jpg,0,0.303683,0.112297,0.09112,608.44
images/regolith_train_00235.jpg,2,-0.24029,-0.014797,0.070662,265.93
images/regolith_train_00236.jpg,0,-0.052433,-0.084313,0.537141,550.51
images/regolith_train_00237.jpg,0,-0.123182,0.014324,0.483023,583.96
images/regolith_train_00238.jpg,0,-0.055806,0.28846,0.180668,682.43
images/regolith_train_00239.jpg,2,0.183617,0.106879,-0.513227,391.07
images/regolith_train_00240.jpg,1,-0.195302,0.319391,0.251781,529.0
images/regolith_train_00241.jpg,2,-0.523876,-0.061006,0.216878,277.21
images/regolith_train_00242.jpg,3,0.291634,-0.27931,-0.956127,383.56
images/regolith_train_00243.jpg,2,-0.065513,-0.238951,-0.151543,331.8
images/regolith_train_00244.jpg,2,0.105769,-0.195216,-0.304829,337.4
images/regolith_train_00245.jpg,3,0.32289,-0.107182,-0.949637,226.18
images/regolith_train_00246.jpg,3,-0.299219,-0.316511,0.019075,156.85
images/regolith_train_00247.jpg,0,0.199678,-0.27646,-0.066269,686.25
images/regolith_train_00248.jpg,0,0.397824,0.18232,-0.092295,600.31
images/regolith_train_00249.jpg,2,0.311534,-0.101136,-0.487252,360.58
images/regolith_train_00250.jpg,1,0.518684,0.079946,-0.581923,605.32
images/regolith_train_00251.jpg,0,0.252715,-0.023659,0.072681,633.39
images/regolith_train_00252.jpg,1,0.262997,0.040831,-0.160604,437.31
images/regolith_train_00253.jpg,1,-0.207395,0.558604,0.261926,517.46
images/regolith_train_00254.jpg,0,-0.128257,0.170454,0.288845,744.04
images/regolith_train_00255.jpg,1,-0.168998,-0.048682,0.098619,500.53
images/regolith_train_00256.jpg,3,0.292805,0.111752,-0.757739,260.82
images/regolith_train_00257.jpg,1,-0.158255,-0.121233,0.21928,513.17
images/regolith_train_00258.jpg,1,0.23776,-0.369942,-0.250249,472.27
images/regolith_train_00259.jpg,2,-0.327621,-0.343939,0.02024,323.99
images/regolith_train_00260.jpg,1,0.09757,-0.138039,-0.46555,677.35
images/regolith_train_00261.jpg,3,-0.228459,0.373385,-0.32849,191.18
images/regolith_train_00262.jpg,2,-0.216712,0.372076,-0.180215,410.72
images/regolith_train_00263.jpg,0,-0.293746,-0.012385,0.466916,702.56
images/regolith_train_00264.jpg,0,-0.06564,-0.124863,0.142275,664.83
images/regolith_train_00265.jpg,0,0.236515,0.07378,0.045824,661.05
images/regolith_train_00266.jpg,2,0.422629,0.360646,-0.583664,278.66
images/regolith_train_00267.jpg,1,0.12916,-0.135795,-0.289894,520.66
images/regolith_train_00268.jpg,1,0.173684,0.355628,-0.284658,563.01
images/regolith_train_00269.jpg,2,0.346553,0.24328,-0.698073,431.14
images/regolith_train_00270.jpg,0,0.159603,0.105138,0.233332,563.17
images/regolith_train_00271.jpg,3,-0.081261,0.114183,-0.51196,308.96
images/regolith_train_00272.jpg,2,-0.160226,0.25772,-0.097059,364.22
images/regolith_train_00273.jpg,3,-0.185592,0.245434,-0.117674,93.4
images/regolith_train_00274.jpg,3,-0.044791,0.046831,-0.624659,274.95
images/regolith_train_00275.jpg,2,0.18951,0.113108,-0.510259,392.84
images/regolith_train_00276.jpg,3,0.132525,-0.185378,-0.69723,260.13
images/regolith_train_00277.jpg,1,-0.342296,0.330044,0.096779,604.75
images/regolith_train_00278.jpg,2,-0.395211,-0.340717,0.237751,259.69
images/regolith_train_00279.jpg,1,-0.48025,-0.079624,0.280813,575.96
images/regolith_train_00280.jpg,0,0.469364,0.09269,-0.290703,672.22
images/regolith_train_00281.jpg,0,0.266615,0.401502,0.167535,616.39
images/regolith_train_00282.jpg,3,-0.159846,-0.212566,-0.358226,241.61
images/regolith_train_00283.jpg,0,0.156998,0.482391,0.086315,596.4
images/regolith_train_00284.jpg,0,0.470983,0.109918,-0.091142,584.8
images/regolith_train_00285.jpg,3,-0.06888,-0.086693,-0.385344,168.74
images/regolith_train_00286.jpg,0,0.199363,0.051618,0.09031,624.85
images/regolith_train_00287.jpg,2,0.140464,0.389491,-0.316419,366.14
images/regolith_train_00288.jpg,1,0.444012,0.20581,-0.244911,474.21
images/regolith_train_00289.jpg,1,0.167507,0.530546,-0.168815,518.14
images/regolith_train_00290.jpg,0,0.074698,0.097929,0.029012,674.59
images/regolith_train_00291.jpg,2,-0.096637,-0.123605,-0.329173,433.13
images/regolith_train_00292.jpg,3,-0.272237,0.387606,-0.165267,223.98
images/regolith_train_00293.jpg,1,-0.179811,0.166893,-0.027923,655.31
images/regolith_train_00294.jpg,0,0.044584,-0.198168,0.092072,699.23
images/regolith_train_00295.jpg,1,-0.2391,0.141932,0.358562,449.14
images/regolith_train_00296.jpg,0,0.151075,0.335148,0.067756,648.14
images/regolith_train_00297.jpg,0,-0.248425,-0.09928,0.489995,652.83
images/regolith_train_00298.jpg,0,-0.095871,-0.007159,0.419601,635.84
images/regolith_train_00299.jpg,3,0.316126,0.243519,-0.894848,279.95
images/regolith_train_00300.jpg,1,-0.386152,0.22572,0.335002,547.3
images/regolith_train_00301.jpg,2,-0.177911,0.104643,0.196506,309.43
images/regolith_train_00302.jpg,2,-0.271752,-0.298392,0.083334,326.21
images/regolith_train_00303.jpg,0,0.182805,-0.12136,0.096215,684.86
images/regolith_train_00304.jpg,2,-0.152254,-0.043968,-0.247864,366.91
images/regolith_train_00305.jpg,3,0.352839,0.456582,-0.734269,166.3
images/regolith_train_00306.jpg,3,0.386985,-0.084198,-0.843115,205.66
images/regolith_train_00307.jpg,0,0.221712,0.014729,-0.046574,698.55
images/regolith_train_00308.jpg,1,0.040038,0.371553,-0.07402,543.57
images/regolith_train_00309.jpg,1,0.201822,-0.083318,-0.228357,541.38
images/regolith_train_00310.jpg,0,-0.166089,0.068075,0.234281,734.89
images/regolith_train_00311.jpg,3,-0.095371,-0.006759,-0.348257,172.52
images/regolith_train_00312.jpg,2,0.190777,-0.136775,-0.41148,347.46
images/regolith_train_00313.jpg,1,-0.014682,-0.080112,0.005242,552.87
images/regolith_train_00314.jpg,1,-0.409223,0.64731,0.336783,547.21
images/regolith_train_00315.jpg,0,-0.245762,0.311306,0.406822,673.17
images/regolith_train_00316.jpg,0,0.470244,0.14326,-0.364711,715.61
images/regolith_train_00317.jpg,3,0.336193,-0.306535,-0.875355,261.68
images/regolith_train_00318.jpg,3,0.376778,-0.227275,-0.707384,232.66
images/regolith_train_00319.jpg,1,0.33055,-0.509278,-0.537591,608.85
images/regolith_train_00320.jpg,0,0.186834,-0.131476,0.04756,660.47
images/regolith_train_00321.jpg,3,-0.365438,0.26322,-0.141766,130.25
images/regolith_train_00322.jpg,1,0.32955,0.031906,-0.489765,674.39
images/regolith_train_00323.jpg,1,0.431553,0.505696,-0.382551,561.1
images/regolith_train_00324.jpg,0,0.009226,-0.123887,0.124279,703.18
images/regolith_train_00325.jpg,1,0.165176,-0.244648,-0.132166,539.47
images/regolith_train_00326.jpg,2,0.025314,-0.349505,-0.406536,380.6
images/regolith_train_00327.jpg,3,-0.221624,-0.171353,-0.258121,238.72
images/regolith_train_00328.jpg,3,-0.378175,-0.069794,-0.328897,261.63
images/regolith_train_00329.jpg,1,-0.304348,-0.282542,0.16009,574.56
images/regolith_train_00330.jpg,0,-0.161283,0.109926,0.389191,725.3
images/regolith_train_00331.jpg,3,0.07794,-0.148164,-0.607921,267.87
images/regolith_train_00332.jpg,1,0.431276,-0.184886,-0.464732,575.3
images/regolith_train_00333.jpg,3,-0.020156,0.082939,-0.604162,289.03
images/regolith_train_00334.jpg,2,-0.221383,0.4985,0.054121,276.3
images/regolith_train_00335.jpg,1,-0.285115,0.105483,0.407595,484.08
images/regolith_train_00336.jpg,1,-0.298059,-0.017657,0.203958,578.6
images/regolith_train_00337.jpg,1,0.433895,0.20008,-0.577921,559.34
images/regolith_train_00338.jpg,2,-0.335714,0.436732,0.102632,359.16
images/regolith_train_00339.jpg,3,-0.146857,0.188885,-0.366035,262.86
images/regolith_train_00340.jpg,0,-0.036383,-0.005259,0.176935,749.22
images/regolith_train_00341.jpg,2,0.068342,0.382088,-0.507667,503.13
images/regolith_train_00342.jpg,3,0.232747,0.188785,-0.70919,238.91
images/regolith_train_00343.jpg,1,0.265649,-0.03,-0.348978,592.54
images/regolith_train_00344.jpg,0,0.034203,0.007596,0.288897,584.79
images/regolith_train_00345.jpg,3,0.153168,0.301812,-0.814034,237.18
images/regolith_train_00346.jpg,3,-0.074484,0.17594,-0.470113,264.17
images/regolith_train_00347.jpg,1,-0.434998,-0.271159,0.438657,447.55
images/regolith_train_00348.jpg,3,-0.060108,0.190346,-0.488289,201.71
images/regolith_train_00349.jpg,1,-0.326519,0.244336,0.237531,579.41
images/regolith_train_00350.jpg,3,-0.392005,0.0595,0.008742,195.15
images/regolith_train_00351.jpg,2,0.22405,-0.066896,-0.524118,374.97
images/regolith_train_00352.jpg,3,-0.372589,0.219962,0.023469,132.09
images/regolith_train_00353.jpg,1,-0.193351,0.106078,0.137336,579.23
images/regolith_train_00354.jpg,3,0.173335,-0.128338,-0.579434,234.92
images/regolith_train_00355.jpg,2,0.224726,0.235563,-0.300608,286.85
images/regolith_train_00356.jpg,0,0.513273,0.151053,-0.270298,709.66
images/regolith_train_00357.jpg,3,0.314997,0.241549,-0.661721,148.55
images/regolith_train_00358.jpg,0,-0.259976,0.362095,0.340621,705.89
images/regolith_train_00359.jpg,3,-0.387979,-0.068942,-0.191712,273.88
images/regolith_train_00360.jpg,1,-0.321969,0.236992,0.329539,439.52
images/regolith_train_00361.jpg,3,-0.259258,0.036396,-0.532189,300.38
images/regolith_train_00362.jpg,0,0.520074,-0.138433,-0.265022,600.63
images/regolith_train_00363.jpg,2,0.273257,-0.075039,-0.445539,379.11
images/regolith_train_00364.jpg,2,0.326962,-0.183959,-0.72902,487.28
images/regolith_train_00365.jpg,1,0.322825,-0.221801,-0.650496,690.62
images/regolith_train_00366.jpg,0,-0.144679,-0.181756,0.503355,563.63
images/regolith_train_00367.jpg,2,0.243721,0.424808,-0.481692,368.75
images/regolith_train_00368.jpg,2,0.412723,0.101499,-0.826544,368.34
